Significant,pvalue,Difference,Protein.Group,Protein.Ids,Protein.Names,Genes
,0.497042144,-0.159859975,Q8NDZ4,Q8NDZ4,DIK2A_HUMAN,DIPK2A
,0.611187538,-0.159872691,P56962,P56962,STX17_HUMAN,STX17
,0.476331908,-0.16004626,P16083,P16083,NQO2_HUMAN,NQO2
,0.406573028,-0.160098394,Q12888;Q12888-2;Q12888-3,Q12888;Q12888-2;Q12888-3,TP53B_HUMAN,TP53BP1
,0.823948985,-0.160359065,P62699,P62699,YPEL5_HUMAN,YPEL5
,0.457671704,-0.160549164,Q12926;Q12926-2,Q12926;Q12926-2,ELAV2_HUMAN,ELAVL2
,1.360532784,-0.160584768,O00186,O00186,STXB3_HUMAN,STXBP3
,0.262649406,-0.160666148,Q14197,Q14197,ICT1_HUMAN,MRPL58
,0.278301446,-0.161127726,Q96SI1,Q96SI1;Q96SI1-2,KCD15_HUMAN,KCTD15
,0.403437682,-0.161328316,O43482,O43482,MS18B_HUMAN,OIP5
,0.298809435,-0.161717097,P0DP23;P0DP24;P0DP25,P0DP23;P0DP24;P0DP25,CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN,CALM1;CALM2;CALM3
,1.205082668,-0.16205279,Q9NRP0;Q9NRP0-2,Q9NRP0;Q9NRP0-2,OSTC_HUMAN,OSTC
,0.878365471,-0.162326177,P04844;P04844-2,P04844;P04844-2,RPN2_HUMAN,RPN2
,0.292780876,-0.162412008,Q9UFC0,Q9UFC0,LRWD1_HUMAN,LRWD1
,0.466287868,-0.16245079,O43502,O43502,RA51C_HUMAN,RAD51C
,0.209664367,-0.163257599,O60907;O60907-2,O60907;O60907-2;Q9BQ87,TBL1X_HUMAN,TBL1X
,1.988205073,-0.163342158,Q14165,Q14165,MLEC_HUMAN,MLEC
,0.332656192,-0.163414637,Q8NCA5,Q8NCA5,FA98A_HUMAN,FAM98A
,0.985455594,-0.163943609,Q7Z2Z2,Q7Z2Z2;Q7Z2Z2-2,EFL1_HUMAN,EFL1
,0.522990114,-0.164152145,Q8IWW6;Q8IWW6-2;Q8IWW6-4,Q8IWW6;Q8IWW6-2;Q8IWW6-3;Q8IWW6-4,RHG12_HUMAN,ARHGAP12
,0.891215216,-0.164847056,Q9UQ13;Q9UQ13-2,Q9UQ13;Q9UQ13-2,SHOC2_HUMAN,SHOC2
,0.642586857,-0.165471395,Q9P289,Q9P289;Q9P289-3;Q9Y6E0;Q9Y6E0-2,STK26_HUMAN,STK26
,1.140692721,-0.166250865,Q9H078-2,Q9H078;Q9H078-2;Q9H078-4;Q9H078-5,CLPB_HUMAN,CLPB
,1.396628089,-0.167619705,P09669,P09669,COX6C_HUMAN,COX6C
,0.262945078,-0.167628924,Q9H3H3;Q9H3H3-1;Q9H3H3-3,Q9H3H3;Q9H3H3-1;Q9H3H3-3,CK068_HUMAN,C11orf68
,1.203289305,-0.167657216,Q9NPJ8;Q9NPJ8-3;Q9UKK6,Q9NPJ8;Q9NPJ8-3;Q9UKK6,NXT1_HUMAN;NXT2_HUMAN,NXT1;NXT2
,2.651124611,-0.168247859,Q96HS1,Q96HS1;Q96HS1-2,PGAM5_HUMAN,PGAM5
,0.965471235,-0.168306986,Q8NE86;Q8NE86-2;Q8NE86-3,Q8NE86;Q8NE86-2;Q8NE86-3,MCU_HUMAN,MCU
,0.522429121,-0.169464111,P61956;P61956-2,P55854;P55854-2;P61956;P61956-2;Q6EEV6,SUMO2_HUMAN,SUMO2
,0.395844339,-0.170345306,Q96BH1,Q96BH1,RNF25_HUMAN,RNF25
,0.625939615,-0.170353572,O75044,O75044,SRGP2_HUMAN,SRGAP2
,0.610919778,-0.170526505,Q16836;Q16836-2;Q16836-3,Q16836;Q16836-2;Q16836-3,HCDH_HUMAN,HADH
,0.477428049,-0.170571009,Q9Y4X0;Q9Y4X0-3,Q6DCA0;Q9Y4X0;Q9Y4X0-3;Q9Y4X0-4,AMMR1_HUMAN,AMMECR1
,1.067077272,-0.170757929,Q9NWS8;Q9NWS8-2,Q9NWS8;Q9NWS8-2,RMND1_HUMAN,RMND1
,0.335446842,-0.171035131,Q9BUB7,Q9BUB7;Q9BUB7-2,TMM70_HUMAN,TMEM70
,0.771086065,-0.171555201,Q15375;Q15375-4,P29317;P29320;P29322;P29323;P29323-2;P29323-3;P54753;P54756;P54756-2;P54756-3;P54760;P54762;P54762-5;Q06187;Q06187-2;Q15375;Q15375-2;Q15375-4;Q9UF33;Q9UF33-2;Q9UF33-3,EPHA7_HUMAN,EPHA7
,0.186335639,-0.172547023,Q15942,Q15942;Q15942-2,ZYX_HUMAN,ZYX
,0.436373532,-0.174296697,Q9NRG0,Q9NRG0,CHRC1_HUMAN,CHRAC1
,0.371971583,-0.174621264,Q9Y5W7;Q9Y5W7-2;Q9Y5W7-3;Q9Y5W7-4,Q9Y5W7;Q9Y5W7-2;Q9Y5W7-3;Q9Y5W7-4,SNX14_HUMAN,SNX14
,0.778997293,-0.174811045,O75477,O75477,ERLN1_HUMAN,ERLIN1
,0.733651534,-0.174907684,Q9Y5Z9;Q9Y5Z9-2,Q9Y5Z9;Q9Y5Z9-2,UBIA1_HUMAN,UBIAD1
,0.834280722,-0.175196966,Q14126,Q14126,DSG2_HUMAN,DSG2
,0.616610669,-0.175216675,P52272;P52272-2,P52272;P52272-2,HNRPM_HUMAN,HNRNPM
,0.553693072,-0.175337474,Q04637-7;Q04637-8,Q04637;Q04637-3;Q04637-4;Q04637-5;Q04637-6;Q04637-7;Q04637-8;Q04637-9,IF4G1_HUMAN,EIF4G1
,0.499997281,-0.175560633,P39656;P39656-3,P39656;P39656-2;P39656-3,OST48_HUMAN,DDOST
,0.772529208,-0.175879161,P46976;P46976-2;P46976-3,P46976;P46976-2;P46976-3,GLYG_HUMAN,GYG1
,0.389091814,-0.176169713,P18621;P18621-3,P18621;P18621-3,RL17_HUMAN,RPL17
,0.527024281,-0.176191966,P21912,P21912,SDHB_HUMAN,SDHB
,0.498435427,-0.176230748,Q2TAA2;Q2TAA2-2,Q2TAA2;Q2TAA2-2,IAH1_HUMAN,IAH1
,0.109852981,-0.17626063,Q8WVC0;Q8WVC0-2,Q8WVC0;Q8WVC0-2,LEO1_HUMAN,LEO1
,0.948872241,-0.176567713,Q9BYN0,Q9BYN0,SRXN1_HUMAN,SRXN1
,0.670426011,-0.176811854,Q8NAT1,Q8NAT1,PMGT2_HUMAN,POMGNT2
,1.09888815,-0.177455266,Q9NV06,Q9NV06;Q9NV06-2,DCA13_HUMAN,DCAF13
,0.482152399,-0.177851359,Q3B820;Q3B820-2;Q3B820-3,Q3B820;Q3B820-2;Q3B820-3,F161A_HUMAN,FAM161A
,1.497345791,-0.17816035,Q96KG9;Q96KG9-2;Q96KG9-4,Q96KG9;Q96KG9-2;Q96KG9-3;Q96KG9-4;Q96KG9-5;Q96KG9-6,SCYL1_HUMAN,SCYL1
,0.511689229,-0.178216298,P35080-2,P35080;P35080-2,PROF2_HUMAN,PFN2
,0.651258476,-0.179047267,P27824;P27824-2,P27824;P27824-2;P27824-3,CALX_HUMAN,CANX
,0.777964328,-0.179220835,P67812;P67812-3;P67812-4,P67812;P67812-2;P67812-3;P67812-4,SC11A_HUMAN,SEC11A
,0.697001668,-0.179827372,P49458,P49458,SRP09_HUMAN,SRP9
,0.559257988,-0.180258433,Q9H773,Q9H773,DCTP1_HUMAN,DCTPP1
,0.302765037,-0.180831273,Q9Y314,Q9Y314,NOSIP_HUMAN,NOSIP
,1.903215104,-0.181930542,P09936,P09936,UCHL1_HUMAN,UCHL1
,0.798606145,-0.181972504,O60508,O60508,PRP17_HUMAN,CDC40
,0.2327847,-0.182627996,P50148,P50148,GNAQ_HUMAN,GNAQ
,0.143569588,-0.182795525,Q8NBW4;Q8NBW4-2;Q8NBW4-3;Q8NBW4-4,Q8NBW4;Q8NBW4-2;Q8NBW4-3;Q8NBW4-4,S38A9_HUMAN,SLC38A9
,0.68054995,-0.183211644,P51965;P51965-2,P51965;P51965-2;P51965-3;Q969T4;Q96LR5,UB2E1_HUMAN,UBE2E1
,0.36903079,-0.184674581,Q5VT52;Q5VT52-2;Q5VT52-3;Q5VT52-5,Q5VT52;Q5VT52-2;Q5VT52-3;Q5VT52-5,RPRD2_HUMAN,RPRD2
,0.678110112,-0.184983253,Q8NBM8,Q8NBM8,PCYXL_HUMAN,PCYOX1L
,0.219477177,-0.185414632,Q13242,Q13242,SRSF9_HUMAN,SRSF9
,1.365289955,-0.186229706,Q13309,Q13309;Q13309-2,SKP2_HUMAN,SKP2
,0.355519685,-0.186466535,Q92673,Q92673,SORL_HUMAN,SORL1
,0.57533547,-0.187161764,P49427,P49427,UB2R1_HUMAN,CDC34
,1.23270814,-0.187446594,P42356,P42356,PI4KA_HUMAN,PI4KA
,0.433694971,-0.187971751,Q86U06;Q86U06-2;Q86U06-4;Q86U06-5,Q86U06;Q86U06-2;Q86U06-3;Q86U06-4;Q86U06-5,RBM23_HUMAN,RBM23
,1.448680987,-0.188018163,Q9Y295,Q9Y295,DRG1_HUMAN,DRG1
,1.042198064,-0.18808492,P09429,P09429;P26583,HMGB1_HUMAN,HMGB1
,0.567644916,-0.188101451,Q9P0J0;Q9P0J0-2,Q9P0J0;Q9P0J0-2,NDUAD_HUMAN,NDUFA13
,0.554867357,-0.189695358,Q96SY0;Q96SY0-3;Q96SY0-4,Q96SY0;Q96SY0-3;Q96SY0-4,INT14_HUMAN,INTS14
,0.681490244,-0.189856847,Q9NZI8,Q9NZI8,IF2B1_HUMAN,IGF2BP1
,0.109736218,-0.191061974,O43166;O43166-2;O43166-3,O43166;O43166-2;O43166-3,SI1L1_HUMAN,SIPA1L1
,1.376785364,-0.191204071,Q7L266,Q7L266;Q7L266-2,ASGL1_HUMAN,ASRGL1
,0.323814431,-0.19184049,Q9ULC4;Q9ULC4-3,Q9ULC4;Q9ULC4-3,MCTS1_HUMAN,MCTS1
,0.095518108,-0.192005793,Q9NVJ2,Q96BM9;Q9NVJ2,ARL8B_HUMAN,ARL8B
,0.669290243,-0.192341487,Q86W56;Q86W56-2;Q86W56-3;Q86W56-4;Q86W56-5,Q86W56;Q86W56-2;Q86W56-3;Q86W56-4;Q86W56-5,PARG_HUMAN,PARG
,0.200736523,-0.192351659,Q96GC5;Q96GC5-3,Q96GC5;Q96GC5-3,RM48_HUMAN,MRPL48
,1.015625755,-0.192627589,Q32P28,Q32P28,P3H1_HUMAN,P3H1
,0.288886478,-0.192628225,P56556,P56556,NDUA6_HUMAN,NDUFA6
,1.523944568,-0.192919413,P12956,P12956;P12956-2,XRCC6_HUMAN,XRCC6
,0.813862438,-0.193112055,P49590;P49590-2,P49590;P49590-2,SYHM_HUMAN,HARS2
,0.509506207,-0.193368912,Q96S66;Q96S66-2;Q96S66-3;Q96S66-4,Q96S66;Q96S66-2;Q96S66-3;Q96S66-4,CLCC1_HUMAN,CLCC1
,0.492466825,-0.193435669,P82663,P82663;P82663-2;P82663-3,RT25_HUMAN,MRPS25
,0.647639203,-0.193661372,Q9H1E5,Q9H1E5,TMX4_HUMAN,TMX4
,1.215660947,-0.194136302,Q9UMS4,Q9UMS4,PRP19_HUMAN,PRPF19
,0.301012909,-0.194607417,Q9NWM3;Q9NWM3-2,Q9NWM3;Q9NWM3-2,CUED1_HUMAN,CUEDC1
,0.961211465,-0.194613139,Q96FW1,Q96FW1;Q96FW1-2,OTUB1_HUMAN,OTUB1
,1.018915158,-0.194726944,Q9UBS4,Q9UBS4,DJB11_HUMAN,DNAJB11
,0.973303655,-0.195201238,Q8WUH2,Q8WUH2,TGFA1_HUMAN,TGFBRAP1
,0.436623696,-0.195234934,Q8N1I0;Q8N1I0-2;Q8N1I0-3,Q8IZD9;Q8N1I0;Q8N1I0-2;Q8N1I0-3,DOCK4_HUMAN,DOCK4
,1.403281515,-0.19524765,P05023;P05023-3;P05023-4,P05023;P05023-3;P05023-4,AT1A1_HUMAN,ATP1A1
,1.202890424,-0.19527181,Q04760;Q04760-2,Q04760;Q04760-2,LGUL_HUMAN,GLO1
,0.330022036,-0.195273081,O94903,O94903,PLPHP_HUMAN,PLPBP
,0.959326777,-0.195356369,Q96BW1;Q96BW1-3,Q96BW1;Q96BW1-3,UPP_HUMAN,UPRT
,0.952212249,-0.195516586,O75449,O75449,KTNA1_HUMAN,KATNA1
,0.635645977,-0.19704469,Q9NZB8;Q9NZB8-2;Q9NZB8-3;Q9NZB8-4;Q9NZB8-5;Q9NZB8-6;Q9NZB8-7;Q9NZB8-8,Q9NZB8;Q9NZB8-2;Q9NZB8-3;Q9NZB8-4;Q9NZB8-5;Q9NZB8-6;Q9NZB8-7;Q9NZB8-8,MOCS1_HUMAN,MOCS1
,0.77407358,-0.197427114,Q16718;Q16718-2,Q16718;Q16718-2,NDUA5_HUMAN,NDUFA5
,0.939460692,-0.198610942,P57737-3,P57737;P57737-2;P57737-3;P57737-4,CORO7_HUMAN,CORO7
,1.1127595,-0.198670069,Q9BXJ9,Q9BXJ9,NAA15_HUMAN,NAA15
,0.155289898,-0.198996862,Q6KCM7;Q6KCM7-2;Q6KCM7-3;Q6KCM7-4;Q6KCM7-5;Q6KCM7-6,Q6KCM7;Q6KCM7-2;Q6KCM7-3;Q6KCM7-4;Q6KCM7-5;Q6KCM7-6,SCMC2_HUMAN,SLC25A25
,1.250781905,-0.199153264,Q9H7D7;Q9H7D7-2,Q9H7D7;Q9H7D7-2,WDR26_HUMAN,WDR26
,1.994463352,-0.200781504,Q13423,Q13423,NNTM_HUMAN,NNT
,1.497560731,-0.201035182,Q9HC77,Q9HC77;Q9HC77-2,CENPJ_HUMAN,CENPJ
,0.725950358,-0.201118469,O43491,O43491;O43491-2;O43491-3;O43491-4,E41L2_HUMAN,EPB41L2
,0.145983476,-0.201204618,P51587,P51587,BRCA2_HUMAN,BRCA2
,0.624236816,-0.201283773,Q9NPB8,Q9NPB8,GPCP1_HUMAN,GPCPD1
,0.62088219,-0.202081045,P04080,P04080,CYTB_HUMAN,CSTB
,0.906172507,-0.202387492,P03905,P03905,NU4M_HUMAN,MT-ND4
,1.02063303,-0.202564875,Q8NCE2;Q8NCE2-2;Q8NCE2-3,Q8NCE2;Q8NCE2-2;Q8NCE2-3,MTMRE_HUMAN,MTMR14
,0.670815498,-0.20267868,P05026;P05026-2,P05026;P05026-2,AT1B1_HUMAN,ATP1B1
,1.299985654,-0.203636169,Q8IYU8,Q8IYU8,MICU2_HUMAN,MICU2
,0.812965829,-0.204561234,Q9H3N1,Q9H3N1,TMX1_HUMAN,TMX1
,0.75637226,-0.204723994,Q14012,Q14012;Q8IU85;Q8IU85-2,KCC1A_HUMAN,CAMK1
,1.493450602,-0.204746246,P82914,P82914,RT15_HUMAN,MRPS15
,0.66472134,-0.204794884,O94761,O94761,RECQ4_HUMAN,RECQL4
,0.153300769,-0.20496273,Q8N9N7,Q8N9N7,LRC57_HUMAN,LRRC57
,1.487389593,-0.20500946,Q8TB52,Q8TB52,FBX30_HUMAN,FBXO30
,1.335161664,-0.205893199,Q9UKV5,Q9UKV5,AMFR_HUMAN,AMFR
,0.372773611,-0.20610555,Q9H6Z4;Q9H6Z4-2;Q9H6Z4-3,Q9H6Z4;Q9H6Z4-2;Q9H6Z4-3,RANB3_HUMAN,RANBP3
,0.795653771,-0.206301371,Q96RS0,Q96RS0,TGS1_HUMAN,TGS1
,1.290384579,-0.206411997,Q9NVI1,Q9NVI1,FANCI_HUMAN,FANCI
,0.604663054,-0.207138062,P10599;P10599-2,P10599;P10599-2,THIO_HUMAN,TXN
,0.531861534,-0.207617124,Q9BY42,Q9BY42,RTF2_HUMAN,RTF2
,0.500760051,-0.207651456,Q06330;Q06330-4;Q06330-5;Q06330-6;Q06330-7,Q06330;Q06330-2;Q06330-3;Q06330-4;Q06330-5;Q06330-6;Q06330-7,SUH_HUMAN,RBPJ
,1.380646708,-0.207659403,Q9P2D3,Q9P2D3;Q9P2D3-3,HTR5B_HUMAN,HEATR5B
,1.104960934,-0.208028793,Q8TDY2;Q8TDY2-2,Q8TDY2;Q8TDY2-2,RBCC1_HUMAN,RB1CC1
,0.513243242,-0.208153407,P54277;P54277-3,P54277;P54277-2;P54277-3;P54277-4,PMS1_HUMAN,PMS1
,0.931325583,-0.208175659,Q9P0K7;Q9P0K7-2;Q9P0K7-3;Q9P0K7-4,Q9P0K7;Q9P0K7-2;Q9P0K7-3;Q9P0K7-4,RAI14_HUMAN,RAI14
,0.974945938,-0.208250682,Q8N3P4;Q8N3P4-2;Q8N3P4-3,Q8N3P4;Q8N3P4-2;Q8N3P4-3,VPS8_HUMAN,VPS8
,1.068531196,-0.208271027,Q8NC56,Q8NC56,LEMD2_HUMAN,LEMD2
,1.001581043,-0.208280563,Q13724;Q13724-2,Q13724;Q13724-2,MOGS_HUMAN,MOGS
,0.89950834,-0.208289464,Q13416,Q13416,ORC2_HUMAN,ORC2
,0.574464828,-0.208438238,P60468,P60468,SC61B_HUMAN,SEC61B
,0.774849351,-0.208559672,Q6FI81;Q6FI81-3,Q6FI81;Q6FI81-2;Q6FI81-3,CPIN1_HUMAN,CIAPIN1
,0.746509786,-0.208586375,Q9BV57,Q9BV57;Q9BV57-2,MTND_HUMAN,ADI1
,0.66053708,-0.20887057,Q9Y3B6,Q9Y3B6,EMC9_HUMAN,EMC9
,0.392098589,-0.209800084,Q9BUK6;Q9BUK6-2;Q9BUK6-3;Q9BUK6-7,Q9BUK6;Q9BUK6-2;Q9BUK6-3;Q9BUK6-5;Q9BUK6-7,MSTO1_HUMAN,MSTO1
,1.301541035,-0.209960302,Q9HAD4,Q9HAD4;Q9HAD4-2,WDR41_HUMAN,WDR41
,0.506802424,-0.21050326,O15226;O15226-2,O15226;O15226-2,NKRF_HUMAN,NKRF
,0.632273543,-0.210517883,Q9H814,Q9H814,PHAX_HUMAN,PHAX
,0.911188697,-0.210772832,O43521;O43521-12;O43521-2;O43521-3;O43521-4;O43521-5;O43521-6;O43521-7;O43521-8;O43521-9,O43521;O43521-12;O43521-2;O43521-3;O43521-4;O43521-5;O43521-6;O43521-7;O43521-8;O43521-9,B2L11_HUMAN,BCL2L11
,0.140558409,-0.211144765,O15075;O15075-2,O15075;O15075-2,DCLK1_HUMAN,DCLK1
,0.614792628,-0.21131134,Q08AD1;Q08AD1-2;Q08AD1-3,Q08AD1;Q08AD1-2;Q08AD1-3,CAMP2_HUMAN,CAMSAP2
,1.029244775,-0.21186765,Q5T160,Q5T160,SYRM_HUMAN,RARS2
,0.962300778,-0.211912791,Q96ER3,Q96ER3,SAAL1_HUMAN,SAAL1
,0.574722814,-0.212177912,Q9BVC6,Q9BVC6,TM109_HUMAN,TMEM109
,0.472526155,-0.212862651,O60341;O60341-2,O60341;O60341-2,KDM1A_HUMAN,KDM1A
,0.812558955,-0.213336309,P85037,P85037,FOXK1_HUMAN,FOXK1
,0.241575063,-0.213452657,O95568,O95568,MET18_HUMAN,METTL18
,0.714196031,-0.213563283,Q8N9B5;Q8N9B5-2,Q8N9B5;Q8N9B5-2,JMY_HUMAN,JMY
,0.546627225,-0.213697433,Q9NZB2;Q9NZB2-4;Q9NZB2-6,Q9NZB2;Q9NZB2-4;Q9NZB2-6,F120A_HUMAN,FAM120A
,1.090221914,-0.214082718,Q8IUI8;Q8IUI8-2,Q8IUI8;Q8IUI8-2,CRLF3_HUMAN,CRLF3
,0.658366491,-0.214297613,Q9HBM0,Q9HBM0;Q9HBM0-2,VEZA_HUMAN,VEZT
,1.135978599,-0.214560191,Q9Y3E2,Q9Y3E2,BOLA1_HUMAN,BOLA1
,1.505420947,-0.21573321,P50225,P50225;P50226,ST1A1_HUMAN,SULT1A1
,0.978471312,-0.216112773,Q9UMX1,Q9UMX1,SUFU_HUMAN,SUFU
,0.765095784,-0.216580709,Q9UKU6,Q9UKU6,TRHDE_HUMAN,TRHDE
,1.17969644,-0.217692693,Q99959;Q99959-2,Q99959;Q99959-2,PKP2_HUMAN,PKP2
,1.377665203,-0.218304316,P54819;P54819-2,P54819;P54819-2;P54819-3;P54819-4;P54819-5;P54819-6,KAD2_HUMAN,AK2
,0.626802211,-0.218352636,Q14240;Q14240-2,Q14240;Q14240-2,IF4A2_HUMAN,EIF4A2
,1.538653917,-0.218362808,Q9BV81,Q9BV81,EMC6_HUMAN,EMC6
,1.504814293,-0.218732198,P09874,P09874,PARP1_HUMAN,PARP1
,0.660047362,-0.219273885,P19338,P19338,NUCL_HUMAN,NCL
,0.548268746,-0.220172246,Q9UNH6;Q9UNH6-2;Q9UNH6-3,Q9UNH6;Q9UNH6-2;Q9UNH6-3,SNX7_HUMAN,SNX7
,1.634251474,-0.221363703,A0A024R1R8;Q9Y2S6,A0A024R1R8;Q9Y2S6,TMA7_HUMAN;TMA7B_HUMAN,TMA7;TMA7B
,0.351522331,-0.221399307,Q9Y221;Q9Y221-2,Q9Y221;Q9Y221-2,NIP7_HUMAN,NIP7
,0.511629801,-0.221825918,O95793-3,O95793-3,STAU1_HUMAN,STAU1
,0.768709974,-0.221939723,O43252,O43252,PAPS1_HUMAN,PAPSS1
,0.519584546,-0.221998215,P26374,P26374,RAE2_HUMAN,CHML
,0.496582171,-0.222326279,Q86XL3,Q86XL3;Q86XL3-2,ANKL2_HUMAN,ANKLE2
,0.756914465,-0.2227211,Q14103;Q14103-2;Q14103-3;Q14103-4,Q14103;Q14103-2;Q14103-3;Q14103-4,HNRPD_HUMAN,HNRNPD
,1.115020114,-0.223683039,Q9HAV4,Q9HAV4,XPO5_HUMAN,XPO5
,0.19042301,-0.223986944,Q86WH2,Q86WH2,RASF3_HUMAN,RASSF3
,0.522216341,-0.224228541,A3KN83;A3KN83-2;A3KN83-3,A3KN83;A3KN83-2;A3KN83-3;A3KN83-4;Q9Y2G9;Q9Y2G9-3,SBNO1_HUMAN,SBNO1
,0.406998818,-0.224683126,Q9H7F0,Q9H7F0;Q9H7F0-2,AT133_HUMAN,ATP13A3
,1.660591352,-0.224802017,Q9NYZ3,Q9NYZ3,GTSE1_HUMAN,GTSE1
,0.931240928,-0.224973043,Q969N2;Q969N2-4;Q969N2-5,Q969N2;Q969N2-2;Q969N2-4;Q969N2-5,PIGT_HUMAN,PIGT
,0.405597305,-0.224986394,Q9BUJ2;Q9BUJ2-2;Q9BUJ2-4,Q9BUJ2;Q9BUJ2-2;Q9BUJ2-3;Q9BUJ2-4,HNRL1_HUMAN,HNRNPUL1
,0.712232022,-0.22504425,Q6ZN18;Q6ZN18-2;Q6ZN18-3,Q6ZN18;Q6ZN18-2;Q6ZN18-3,AEBP2_HUMAN,AEBP2
,0.365438106,-0.22508812,P62633;P62633-2;P62633-4;P62633-5;P62633-6;P62633-8,P62633;P62633-2;P62633-3;P62633-4;P62633-5;P62633-6;P62633-7;P62633-8,CNBP_HUMAN,CNBP
,0.928598577,-0.225848516,Q99729-2;Q99729-3,Q99729-2;Q99729-3,ROAA_HUMAN,HNRNPAB
,0.730868932,-0.225901286,Q7L7V1,Q7L7V1;Q7L7V1-2,DHX32_HUMAN,DHX32
,1.559692323,-0.225961049,O14802,O14802,RPC1_HUMAN,POLR3A
,0.838419153,-0.226275762,P13807;P13807-2,P13807;P13807-2,GYS1_HUMAN,GYS1
,1.105946513,-0.226905187,Q9Y2L9;Q9Y2L9-2;Q9Y2L9-3,Q9Y2L9;Q9Y2L9-2;Q9Y2L9-3,LRCH1_HUMAN,LRCH1
,0.876664871,-0.227346738,P16219,P16219,ACADS_HUMAN,ACADS
,0.898772961,-0.227455775,Q68DQ2,Q68DQ2;Q68DQ2-1,CRBG3_HUMAN,CRYBG3
,0.942138297,-0.228135427,Q99661,Q99661,KIF2C_HUMAN,KIF2C
,0.43626209,-0.228218079,P68400;Q8NEV1,P68400;Q8NEV1,CSK21_HUMAN;CSK23_HUMAN,CSNK2A1;CSNK2A3
,0.80385548,-0.228556315,Q9HCM4;Q9HCM4-3;Q9HCM4-4,Q9HCM4;Q9HCM4-2;Q9HCM4-3;Q9HCM4-4,E41L5_HUMAN,EPB41L5
,0.731389602,-0.228713353,Q9BW91;Q9BW91-2,Q9BW91;Q9BW91-2,NUDT9_HUMAN,NUDT9
,1.173167006,-0.228879929,Q15334,Q15334,L2GL1_HUMAN,LLGL1
,0.394063045,-0.228950183,P07992;P07992-2;P07992-3,P07992;P07992-2;P07992-3;P07992-4,ERCC1_HUMAN,ERCC1
,0.363904859,-0.230387052,Q9P2E5;Q9P2E5-2,Q9P2E5;Q9P2E5-2,CHPF2_HUMAN,CHPF2
,1.11695319,-0.230802536,P62873;P62873-2,P62873;P62873-2,GBB1_HUMAN,GNB1
,0.671883086,-0.234077454,Q86UA1,Q86UA1,PRP39_HUMAN,PRPF39
,1.311357467,-0.23429807,P29597,P29597,TYK2_HUMAN,TYK2
,0.218143232,-0.234988848,Q8N1F8,Q8N1F8,S11IP_HUMAN,STK11IP
,0.382631691,-0.235159556,Q9BTZ2;Q9BTZ2-4;Q9BTZ2-8,P0CG22;Q9BTZ2;Q9BTZ2-4;Q9BTZ2-8,DHRS4_HUMAN,DHRS4
,1.048632047,-0.235621134,Q86T24,Q86T24,KAISO_HUMAN,ZBTB33
,0.280791247,-0.235791524,Q8NCE0;Q8NCE0-2,Q8NCE0;Q8NCE0-2;Q8NCE0-3;Q8NCE0-4;Q8NCE0-5,SEN2_HUMAN,TSEN2
,1.112610131,-0.236016591,P51452,P51452,DUS3_HUMAN,DUSP3
,0.785397543,-0.236069361,Q9HD47;Q9HD47-2,Q9HD47;Q9HD47-2;Q9HD47-3;Q9HD47-4,MOG1_HUMAN,RANGRF
,0.914985865,-0.236326218,Q6PML9,Q6PML9,ZNT9_HUMAN,SLC30A9
,0.368713592,-0.236948013,O75683,O75683,SURF6_HUMAN,SURF6
,1.293556687,-0.237419128,Q6UXN9,Q6UXN9,WDR82_HUMAN,WDR82
,0.374172024,-0.237635295,Q6W2J9;Q6W2J9-2;Q6W2J9-4,Q6W2J9;Q6W2J9-2;Q6W2J9-3;Q6W2J9-4,BCOR_HUMAN,BCOR
,0.647948945,-0.237724304,O14734,O14734,ACOT8_HUMAN,ACOT8
,1.069854099,-0.238116582,Q8NFQ8,Q8NFQ8,TOIP2_HUMAN,TOR1AIP2
,0.562278604,-0.23841095,Q15904,Q15904,VAS1_HUMAN,ATP6AP1
,0.20270841,-0.238829295,Q6P6B7;Q6P6B7-2,Q6P6B7;Q6P6B7-2,ANR16_HUMAN,ANKRD16
,0.789679402,-0.239323934,Q9NQ34;Q9NQ34-2;Q9P0T7,Q9NQ34;Q9NQ34-2;Q9P0T7,TMEM9_HUMAN;TMM9B_HUMAN,TMEM9;TMEM9B
,0.675980002,-0.239512126,Q13151,Q13151,ROA0_HUMAN,HNRNPA0
,1.478169435,-0.239764531,Q9Y5Q9,Q9Y5Q9;Q9Y5Q9-2,TF3C3_HUMAN,GTF3C3
,0.984046982,-0.240392685,Q16822,Q16822;Q16822-2;Q16822-3,PCKGM_HUMAN,PCK2
,0.384498362,-0.240502357,Q8WZA0;Q8WZA0-2,Q8WZA0;Q8WZA0-2,LZIC_HUMAN,LZIC
,0.830702465,-0.240733465,O94819,O94819,KBTBB_HUMAN,KBTBD11
,1.082826289,-0.241241455,Q9Y3C1;Q9Y3C1-2;Q9Y3C1-3,Q9Y3C1;Q9Y3C1-2;Q9Y3C1-3,NOP16_HUMAN,NOP16
,1.353023431,-0.241402944,Q9P287-2,Q9P287;Q9P287-2;Q9P287-3;Q9P287-4,BCCIP_HUMAN,BCCIP
,0.316648758,-0.241943995,Q12846,Q12846;Q12846-2,STX4_HUMAN,STX4
,0.204750992,-0.242048581,O95819;O95819-2;O95819-3;O95819-4;O95819-5;O95819-6,O95819;O95819-2;O95819-3;O95819-4;O95819-5;O95819-6,M4K4_HUMAN,MAP4K4
